"economy"	"economycode"	"wpid_random"	"wgt"	"female"	"age"	"educ"	"inc_q"	"account"	"account_fin"	"account_mob"	"q2"	"q3"	"q4"	"q5"	"q6"	"q8a"	"q8b"	"q8c"	"q8d"	"q8e"	"q8f"	"q8g"	"q8h"	"q8i"	"q9"	"q10"	"q11"	"q12"	"q13"	"q14"	"q16"	"q17a"	"q17b"	"q17c"	"q18a"	"q18b"	"q20"	"q21a"	"q21b"	"q21c"	"q21d"	"q22a"	"q22b"	"q22c"	"q24"	"q25"	"q26"	"q27a"	"q27b"	"q27c"	"q27d"	"q28"	"q29a"	"q29b"	"q29c"	"q29d"	"q30"	"q31a"	"q31b"	"q31c"	"q32"	"q33a"	"q33b"	"q33c"	"q34"	"q35"	"q36a"	"q36bc"	"q36d"	"q37"	"q38"	"q39"	"q40a"	"q40bc"	"q40d"	"q41"	"q42"	"q43"	"q44a"	"q44b"	"q44c"	"saved"	"borrowed"
"Mexico"	"MEX"	174353263	1.25822183025601	"2 female"	"22"	"completed tertiary or more"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"yes"	"no"	"5 (dk)"		"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"(dk)"				"yes"	"yes"
"Mexico"	"MEX"	183434481	0.875197738819779	"1 male"	"38"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"yes"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"2 over time as needed"	"1 you had this account before you began receiving payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	166888699	0.286285095113012	"1 male"	"48"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	145818013	1.28084207134172	"1 male"	"47"	"completed tertiary or more"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"no"		"2 you get it over the counter in a branch of your financial institution"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	135210631	0.392181113134058	"2 female"	"40"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	112180865	0.588271669701087	"2 female"	"39"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	184735121	0.508788117319326	"1 male"	"48"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	116394551	1.33280718054582	"2 female"	"22"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	131781824	0.5177323035906	"1 male"	"56"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"no"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"1 you had this account before you began receiving payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	111829922	0.53164958954465	"2 female"	"30"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	129420757	0.430464494199722	"2 female"	"54"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"yes"	"no"	"no"	"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"yes"
"Mexico"	"MEX"	203014878	2.15275929453661	"1 male"	"81"	"completed primary or less"	"2 second 20%"	"yes"	"yes"	"no"	"no"			"no"											"no"		"no"		"7 (refused)"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	137603803	1.92742065510094	"1 male"	"38"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	203372145	0.863776487482915	"2 female"	"39"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	192142082	2.86285095113012	"2 female"	"34"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	133701829	0.53164958954465	"2 female"	"32"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	197075195	2.61285504540353	"1 male"	"29"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	171177587	2.86285095113012	"1 male"	"40"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"(dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	206127537	1.03800889203266	"1 male"	"30"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"yes"	"yes"	"no"	"no"	"no"	"yes"
"Mexico"	"MEX"	193537040	2.21062813232116	"2 female"	"27"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	132682967	0.361785877587847	"2 female"	"59"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	148592534	2.86285095113012	"2 female"	"21"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	185067566	1.33280718054582	"2 female"	"17"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	180226166	1.36602017025121	"2 female"	"66"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	207066303	1.10081235398855	"2 female"	"16"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
"Mexico"	"MEX"	129819122	0.463539020960685	"1 male"	"35"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	203620296	2.86285095113012	"2 female"	"22"	"(dk)"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	207865944	0.43759886940989	"1 male"	"35"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"no"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	177197159	1.57531333077836	"1 male"	"17"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	111728492	0.431888243741457	"2 female"	"37"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"no"
"Mexico"	"MEX"	120332024	1.61456947090246	"1 male"	"64"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	156458371	2.21062813232116	"2 female"	"28"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"yes"	"yes"	"no"	"no"	"no"	"no"
"Mexico"	"MEX"	148050929	2.86285095113012	"2 female"	"41"	"completed primary or less"	"2 second 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	183064711	2.21062813232116	"2 female"	"29"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	177039837	0.733139154839696	"1 male"	"60"	"completed tertiary or more"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"no"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"yes"	"yes"	"no"	"no"	"yes"	"yes"
"Mexico"	"MEX"	210339277	0.963710327550469	"1 male"	"38"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"no"
"Mexico"	"MEX"	163941873	1.82136022700161	"2 female"	"57"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	130517894	1.73480895685001	"1 male"	"19"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"4 a credit card or borrowing from a formal financial institution"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	148217445	1.92742065510094	"1 male"	"35"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"yes"	"yes"	"no"	"no"	"no"	"no"
"Mexico"	"MEX"	185371542	0.867404478425006	"1 male"	"24"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"no"
"Mexico"	"MEX"	139125879	2.86285095113012	"1 male"	"41"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	210636820	0.787656665389181	"1 male"	"20"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"		"no"	"yes"	"yes"	"no"	"no"	"(dk)"	"no"	"no"	"yes"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"4 a credit card or borrowing from a formal financial institution"	"no"					"no"					"yes"	"no"	"yes"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	129024287	0.510470920102448	"1 male"	"35"	"secondary"	"2 second 20%"	"yes"	"yes"	"yes"	"no"			"(dk)"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"(ref)"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"no"	"no"
"Mexico"	"MEX"	181508716	0.999605385409363	"2 female"	"17"	"secondary"	"3 middle 20%"	"yes"	"yes"	"no"	"no"			"no"		"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"5 (dk)"		"no"					"no"					"no"				"no"				"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"no"
"Mexico"	"MEX"	205220118	1.73480895685001	"1 male"	"20"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	194414681	1.0763796472683	"1 male"	"68"	"completed primary or less"	"3 middle 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	142601862	1.17095494823494	"2 female"	"26"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	210279040	0.431888243741457	"2 female"	"38"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])"	"no"					"no"					"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
"Mexico"	"MEX"	179728271	2.82075850373588	"1 male"	"51"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	118983567	0.585477474117469	"2 female"	"31"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"	"no"	"yes"
"Mexico"	"MEX"	118109487	1.7898949600588	"2 female"	"49"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	191985636	0.628383983772919	"1 male"	"27"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"(ref)"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	125075030	0.875197738819779	"1 male"	"38"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	131614835	0.666403590272908	"2 female"	"15"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"no"
